"parameter1","parameter2","effectsize","estimate","conf.level","conf.low","conf.high","statistic","df.error","p.value","method","n.obs","conf.method","expression","common_name","time_of_day"
"time_from_startTime","detections","Pearson correlation","-0.340259974629919","0.95","-0.47379535880663","-0.19142890502989","-4.43175307152993","150","1.79426429513169e-05","Pearson correlation","152","normal","list(italic(""t"")[""Student""] * ""("" * 150 * "")"" == ""-4.43"", italic(p) == ""1.79e-05"", widehat(italic(""r""))[""Pearson""] == ""-0.34"", CI[""95%""] ~ ""["" * ""-0.47"", ""-0.19"" * ""]"", italic(""n"")[""pairs""] == ""152"")","Puff-throated Babbler","dawn"
"time_from_startTime","detections","Pearson correlation","-0.0490672892796526","0.95","-0.443681943640376","0.361484493832109","-0.230423537813036","22","0.819891870314787","Pearson correlation","24","normal","list(italic(""t"")[""Student""] * ""("" * 22 * "")"" == ""-0.23"", italic(p) == ""0.82"", widehat(italic(""r""))[""Pearson""] == ""-0.05"", CI[""95%""] ~ ""["" * ""-0.44"", ""0.36"" * ""]"", italic(""n"")[""pairs""] == ""24"")","Puff-throated Babbler","dusk"
"time_from_startTime","detections","Pearson correlation","-0.0513952147457272","0.95","-0.268084791017466","0.170244145925893","-0.45451093130548","78","0.650723504800197","Pearson correlation","80","normal","list(italic(""t"")[""Student""] * ""("" * 78 * "")"" == ""-0.45"", italic(p) == ""0.65"", widehat(italic(""r""))[""Pearson""] == ""-0.05"", CI[""95%""] ~ ""["" * ""-0.27"", ""0.17"" * ""]"", italic(""n"")[""pairs""] == ""80"")","Large-billed Crow","dawn"
"time_from_startTime","detections","Pearson correlation","0.165178514128646","0.95","0.00164709135727629","0.320105438097115","1.99574332060582","142","0.0478746905786753","Pearson correlation","144","normal","list(italic(""t"")[""Student""] * ""("" * 142 * "")"" == ""2.00"", italic(p) == ""0.05"", widehat(italic(""r""))[""Pearson""] == ""0.17"", CI[""95%""] ~ ""["" * ""1.65e-03"", ""0.32"" * ""]"", italic(""n"")[""pairs""] == ""144"")","Large-billed Crow","dusk"
"time_from_startTime","detections","Pearson correlation","-0.148008655353684","0.95","-0.3141235323412","0.0268995965834811","-1.67321576179225","125","0.0967856707972048","Pearson correlation","127","normal","list(italic(""t"")[""Student""] * ""("" * 125 * "")"" == ""-1.67"", italic(p) == ""0.10"", widehat(italic(""r""))[""Pearson""] == ""-0.15"", CI[""95%""] ~ ""["" * ""-0.31"", ""0.03"" * ""]"", italic(""n"")[""pairs""] == ""127"")","Large-billed Leaf Warbler","dawn"
"time_from_startTime","detections","Pearson correlation","0.119319406974089","0.95","-0.31830153937111","0.515019259022951","0.537452211316168","20","0.596885163812891","Pearson correlation","22","normal","list(italic(""t"")[""Student""] * ""("" * 20 * "")"" == ""0.54"", italic(p) == ""0.60"", widehat(italic(""r""))[""Pearson""] == ""0.12"", CI[""95%""] ~ ""["" * ""-0.32"", ""0.52"" * ""]"", italic(""n"")[""pairs""] == ""22"")","Large-billed Leaf Warbler","dusk"
"time_from_startTime","detections","Pearson correlation","0.120117566073667","0.95","-0.0211145641352955","0.256649499784843","1.67653648930231","192","0.0952605974018239","Pearson correlation","194","normal","list(italic(""t"")[""Student""] * ""("" * 192 * "")"" == ""1.68"", italic(p) == ""0.10"", widehat(italic(""r""))[""Pearson""] == ""0.12"", CI[""95%""] ~ ""["" * ""-0.02"", ""0.26"" * ""]"", italic(""n"")[""pairs""] == ""194"")","Southern Hill Myna","dawn"
"time_from_startTime","detections","Pearson correlation","-0.0551138993741587","0.95","-0.147523042725","0.0382491427014979","-1.15915371477243","441","0.247020785566864","Pearson correlation","443","normal","list(italic(""t"")[""Student""] * ""("" * 441 * "")"" == ""-1.16"", italic(p) == ""0.25"", widehat(italic(""r""))[""Pearson""] == ""-0.06"", CI[""95%""] ~ ""["" * ""-0.15"", ""0.04"" * ""]"", italic(""n"")[""pairs""] == ""443"")","Southern Hill Myna","dusk"
"time_from_startTime","detections","Pearson correlation","0.0915474323709281","0.95","-0.271603204347501","0.431877896205609","0.495076979418168","29","0.624276212034702","Pearson correlation","31","normal","list(italic(""t"")[""Student""] * ""("" * 29 * "")"" == ""0.50"", italic(p) == ""0.62"", widehat(italic(""r""))[""Pearson""] == ""0.09"", CI[""95%""] ~ ""["" * ""-0.27"", ""0.43"" * ""]"", italic(""n"")[""pairs""] == ""31"")","Asian Emerald Dove","dawn"
"time_from_startTime","detections","Pearson correlation","0.298568044045091","0.95","0.0505477708127846","0.511901173149542","2.40294704078073","59","0.0194270229448342","Pearson correlation","61","normal","list(italic(""t"")[""Student""] * ""("" * 59 * "")"" == ""2.40"", italic(p) == ""0.02"", widehat(italic(""r""))[""Pearson""] == ""0.30"", CI[""95%""] ~ ""["" * ""0.05"", ""0.51"" * ""]"", italic(""n"")[""pairs""] == ""61"")","Asian Emerald Dove","dusk"
"time_from_startTime","detections","Pearson correlation","0.274166850800018","0.95","-0.0408295694930295","0.53959205080672","1.75741849032711","38","0.0869010766526045","Pearson correlation","40","normal","list(italic(""t"")[""Student""] * ""("" * 38 * "")"" == ""1.76"", italic(p) == ""0.09"", widehat(italic(""r""))[""Pearson""] == ""0.27"", CI[""95%""] ~ ""["" * ""-0.04"", ""0.54"" * ""]"", italic(""n"")[""pairs""] == ""40"")","White-throated Kingfisher","dawn"
"time_from_startTime","detections","NA correlation","NA","0.95","NA","NA","NA","NA","NA","NA correlation","2","normal","list(italic(""t"")[""Student""] * ""("" * NA * "")"" == ""NA"", italic(p) == ""NA"", NULL == ""NA"", CI[""95%""] ~ ""["" * ""NA"", ""NA"" * ""]"", italic(""n"")[""pairs""] == ""2"")","White-throated Kingfisher","dusk"
"time_from_startTime","detections","Pearson correlation","-0.0488082272775259","0.95","-0.238244732974052","0.144206044614733","-0.495940483741822","103","0.620993003441982","Pearson correlation","105","normal","list(italic(""t"")[""Student""] * ""("" * 103 * "")"" == ""-0.50"", italic(p) == ""0.62"", widehat(italic(""r""))[""Pearson""] == ""-0.05"", CI[""95%""] ~ ""["" * ""-0.24"", ""0.14"" * ""]"", italic(""n"")[""pairs""] == ""105"")","Brown-cheeked Fulvetta","dawn"
"time_from_startTime","detections","Pearson correlation","0.137893298015019","0.95","-0.240781140006077","0.480133656249672","0.723425412311544","27","0.475639750164067","Pearson correlation","29","normal","list(italic(""t"")[""Student""] * ""("" * 27 * "")"" == ""0.72"", italic(p) == ""0.48"", widehat(italic(""r""))[""Pearson""] == ""0.14"", CI[""95%""] ~ ""["" * ""-0.24"", ""0.48"" * ""]"", italic(""n"")[""pairs""] == ""29"")","Brown-cheeked Fulvetta","dusk"
"time_from_startTime","detections","Pearson correlation","0.174210065174646","0.95","-0.0341117101502539","0.368023852392125","1.65961322651635","88","0.100552077272354","Pearson correlation","90","normal","list(italic(""t"")[""Student""] * ""("" * 88 * "")"" == ""1.66"", italic(p) == ""0.10"", widehat(italic(""r""))[""Pearson""] == ""0.17"", CI[""95%""] ~ ""["" * ""-0.03"", ""0.37"" * ""]"", italic(""n"")[""pairs""] == ""90"")","Orange Minivet","dawn"
"time_from_startTime","detections","Pearson correlation","-0.0308944301411728","0.95","-0.406140182348037","0.353267001557718","-0.154545922713223","25","0.878420222012147","Pearson correlation","27","normal","list(italic(""t"")[""Student""] * ""("" * 25 * "")"" == ""-0.15"", italic(p) == ""0.88"", widehat(italic(""r""))[""Pearson""] == ""-0.03"", CI[""95%""] ~ ""["" * ""-0.41"", ""0.35"" * ""]"", italic(""n"")[""pairs""] == ""27"")","Orange Minivet","dusk"
"time_from_startTime","detections","Pearson correlation","-0.289711309210049","0.95","-0.55453861857671","0.0284019299696431","-1.84120695508018","37","0.0736199641712293","Pearson correlation","39","normal","list(italic(""t"")[""Student""] * ""("" * 37 * "")"" == ""-1.84"", italic(p) == ""0.07"", widehat(italic(""r""))[""Pearson""] == ""-0.29"", CI[""95%""] ~ ""["" * ""-0.55"", ""0.03"" * ""]"", italic(""n"")[""pairs""] == ""39"")","Ashy Drongo","dawn"
"time_from_startTime","detections","Pearson correlation","-0.00470183347313247","0.95","-0.236113199953237","0.227214220264424","-0.0393387960223648","70","0.968732257679749","Pearson correlation","72","normal","list(italic(""t"")[""Student""] * ""("" * 70 * "")"" == ""-0.04"", italic(p) == ""0.97"", widehat(italic(""r""))[""Pearson""] == ""-4.70e-03"", CI[""95%""] ~ ""["" * ""-0.24"", ""0.23"" * ""]"", italic(""n"")[""pairs""] == ""72"")","Ashy Drongo","dusk"
"time_from_startTime","detections","Pearson correlation","-0.211213491554277","0.95","-0.384827489617823","-0.0231641171982492","-2.22476683502828","106","0.0282159013045794","Pearson correlation","108","normal","list(italic(""t"")[""Student""] * ""("" * 106 * "")"" == ""-2.22"", italic(p) == ""0.03"", widehat(italic(""r""))[""Pearson""] == ""-0.21"", CI[""95%""] ~ ""["" * ""-0.38"", ""-0.02"" * ""]"", italic(""n"")[""pairs""] == ""108"")","Asian Fairy-bluebird","dawn"
"time_from_startTime","detections","Pearson correlation","-0.303898165815528","0.95","-0.442163495946255","-0.151524892062721","-3.8937044800332","149","0.000148568495456873","Pearson correlation","151","normal","list(italic(""t"")[""Student""] * ""("" * 149 * "")"" == ""-3.89"", italic(p) == ""1.49e-04"", widehat(italic(""r""))[""Pearson""] == ""-0.30"", CI[""95%""] ~ ""["" * ""-0.44"", ""-0.15"" * ""]"", italic(""n"")[""pairs""] == ""151"")","Asian Fairy-bluebird","dusk"
"time_from_startTime","detections","Pearson correlation","0.216205267719476","0.95","0.0421999657070082","0.377480868894893","2.45592000411493","123","0.0154489800518754","Pearson correlation","125","normal","list(italic(""t"")[""Student""] * ""("" * 123 * "")"" == ""2.46"", italic(p) == ""0.02"", widehat(italic(""r""))[""Pearson""] == ""0.22"", CI[""95%""] ~ ""["" * ""0.04"", ""0.38"" * ""]"", italic(""n"")[""pairs""] == ""125"")","Vernal Hanging-Parrot","dawn"
"time_from_startTime","detections","Pearson correlation","-0.0784723001279334","0.95","-0.215213235969786","0.0612865496796721","-1.10481815218935","197","0.270585933082388","Pearson correlation","199","normal","list(italic(""t"")[""Student""] * ""("" * 197 * "")"" == ""-1.10"", italic(p) == ""0.27"", widehat(italic(""r""))[""Pearson""] == ""-0.08"", CI[""95%""] ~ ""["" * ""-0.22"", ""0.06"" * ""]"", italic(""n"")[""pairs""] == ""199"")","Vernal Hanging-Parrot","dusk"
"time_from_startTime","detections","Pearson correlation","0.00911285650866603","0.95","-0.365205697153229","0.380894820230178","0.0464685626735501","26","0.963291880254168","Pearson correlation","28","normal","list(italic(""t"")[""Student""] * ""("" * 26 * "")"" == ""0.05"", italic(p) == ""0.96"", widehat(italic(""r""))[""Pearson""] == ""9.11e-03"", CI[""95%""] ~ ""["" * ""-0.37"", ""0.38"" * ""]"", italic(""n"")[""pairs""] == ""28"")","Greater Flameback","dawn"
"time_from_startTime","detections","Pearson correlation","0.055043530735676","0.95","-0.199543095580807","0.302668944444974","0.423439334862056","59","0.673514407115175","Pearson correlation","61","normal","list(italic(""t"")[""Student""] * ""("" * 59 * "")"" == ""0.42"", italic(p) == ""0.67"", widehat(italic(""r""))[""Pearson""] == ""0.06"", CI[""95%""] ~ ""["" * ""-0.20"", ""0.30"" * ""]"", italic(""n"")[""pairs""] == ""61"")","Greater Flameback","dusk"
"time_from_startTime","detections","Pearson correlation","0.303982961173241","0.95","0.0997201357289486","0.483660734130995","2.94179774053155","85","0.00420415696033432","Pearson correlation","87","normal","list(italic(""t"")[""Student""] * ""("" * 85 * "")"" == ""2.94"", italic(p) == ""4.20e-03"", widehat(italic(""r""))[""Pearson""] == ""0.30"", CI[""95%""] ~ ""["" * ""0.10"", ""0.48"" * ""]"", italic(""n"")[""pairs""] == ""87"")","Blyth's Reed Warbler","dawn"
"time_from_startTime","detections","Pearson correlation","0.100122953304407","0.95","-0.0564032358818933","0.251845438836903","1.26087280395682","157","0.209225178436112","Pearson correlation","159","normal","list(italic(""t"")[""Student""] * ""("" * 157 * "")"" == ""1.26"", italic(p) == ""0.21"", widehat(italic(""r""))[""Pearson""] == ""0.10"", CI[""95%""] ~ ""["" * ""-0.06"", ""0.25"" * ""]"", italic(""n"")[""pairs""] == ""159"")","Blyth's Reed Warbler","dusk"
"time_from_startTime","detections","Pearson correlation","0.0892469342973809","0.95","-0.0342134464814514","0.210024382396089","1.42242731345668","252","0.156138852196027","Pearson correlation","254","normal","list(italic(""t"")[""Student""] * ""("" * 252 * "")"" == ""1.42"", italic(p) == ""0.16"", widehat(italic(""r""))[""Pearson""] == ""0.09"", CI[""95%""] ~ ""["" * ""-0.03"", ""0.21"" * ""]"", italic(""n"")[""pairs""] == ""254"")","Red-whiskered Bulbul","dawn"
"time_from_startTime","detections","Pearson correlation","0.154958560904002","0.95","0.0445083010099478","0.261666303336197","2.75722755333951","309","0.00617616388802223","Pearson correlation","311","normal","list(italic(""t"")[""Student""] * ""("" * 309 * "")"" == ""2.76"", italic(p) == ""6.18e-03"", widehat(italic(""r""))[""Pearson""] == ""0.15"", CI[""95%""] ~ ""["" * ""0.04"", ""0.26"" * ""]"", italic(""n"")[""pairs""] == ""311"")","Red-whiskered Bulbul","dusk"
"time_from_startTime","detections","Pearson correlation","0.129732816056551","0.95","-0.29842814838674","0.514425497713526","0.599577485975617","21","0.555202449969191","Pearson correlation","23","normal","list(italic(""t"")[""Student""] * ""("" * 21 * "")"" == ""0.60"", italic(p) == ""0.56"", widehat(italic(""r""))[""Pearson""] == ""0.13"", CI[""95%""] ~ ""["" * ""-0.30"", ""0.51"" * ""]"", italic(""n"")[""pairs""] == ""23"")","Malabar Trogon","dawn"
"time_from_startTime","detections","NA correlation","NA","0.95","NA","NA","NA","NA","NA","NA correlation","1","normal","list(italic(""t"")[""Student""] * ""("" * NA * "")"" == ""NA"", italic(p) == ""NA"", NULL == ""NA"", CI[""95%""] ~ ""["" * ""NA"", ""NA"" * ""]"", italic(""n"")[""pairs""] == ""1"")","Malabar Trogon","dusk"
"time_from_startTime","detections","Pearson correlation","-0.2607228995279","0.95","-0.479280234367732","-0.0117177608081921","-2.09190209515687","60","0.0406874208418405","Pearson correlation","62","normal","list(italic(""t"")[""Student""] * ""("" * 60 * "")"" == ""-2.09"", italic(p) == ""0.04"", widehat(italic(""r""))[""Pearson""] == ""-0.26"", CI[""95%""] ~ ""["" * ""-0.48"", ""-0.01"" * ""]"", italic(""n"")[""pairs""] == ""62"")","Black-naped Monarch","dawn"
"time_from_startTime","detections","Pearson correlation","0.143669757942708","0.95","-0.0607146044731701","0.336491478975739","1.39247790965836","92","0.167134166155916","Pearson correlation","94","normal","list(italic(""t"")[""Student""] * ""("" * 92 * "")"" == ""1.39"", italic(p) == ""0.17"", widehat(italic(""r""))[""Pearson""] == ""0.14"", CI[""95%""] ~ ""["" * ""-0.06"", ""0.34"" * ""]"", italic(""n"")[""pairs""] == ""94"")","Black-naped Monarch","dusk"
"time_from_startTime","detections","Pearson correlation","0.155509492027226","0.95","-0.0824783453512493","0.37671797854122","1.29815698401845","68","0.198619217986998","Pearson correlation","70","normal","list(italic(""t"")[""Student""] * ""("" * 68 * "")"" == ""1.30"", italic(p) == ""0.20"", widehat(italic(""r""))[""Pearson""] == ""0.16"", CI[""95%""] ~ ""["" * ""-0.08"", ""0.38"" * ""]"", italic(""n"")[""pairs""] == ""70"")","Plum-headed Parakeet","dawn"
"time_from_startTime","detections","Pearson correlation","0.0400439049263186","0.95","-0.167280477933495","0.243976717176481","0.378076690837118","89","0.706273870741495","Pearson correlation","91","normal","list(italic(""t"")[""Student""] * ""("" * 89 * "")"" == ""0.38"", italic(p) == ""0.71"", widehat(italic(""r""))[""Pearson""] == ""0.04"", CI[""95%""] ~ ""["" * ""-0.17"", ""0.24"" * ""]"", italic(""n"")[""pairs""] == ""91"")","Plum-headed Parakeet","dusk"
"time_from_startTime","detections","Pearson correlation","-0.195307041665579","0.95","-0.408492731870617","0.0380847152104076","-1.6661422690289","70","0.100154257228559","Pearson correlation","72","normal","list(italic(""t"")[""Student""] * ""("" * 70 * "")"" == ""-1.67"", italic(p) == ""0.10"", widehat(italic(""r""))[""Pearson""] == ""-0.20"", CI[""95%""] ~ ""["" * ""-0.41"", ""0.04"" * ""]"", italic(""n"")[""pairs""] == ""72"")","Gray-headed Canary-Flycatcher","dawn"
"time_from_startTime","detections","NA correlation","NA","0.95","NA","NA","NA","NA","NA","NA correlation","2","normal","list(italic(""t"")[""Student""] * ""("" * NA * "")"" == ""NA"", italic(p) == ""NA"", NULL == ""NA"", CI[""95%""] ~ ""["" * ""NA"", ""NA"" * ""]"", italic(""n"")[""pairs""] == ""2"")","Gray-headed Canary-Flycatcher","dusk"
"time_from_startTime","detections","Pearson correlation","0.253414153479434","0.95","-0.167060562093855","0.595894674592056","1.22872596023387","22","0.232156611994092","Pearson correlation","24","normal","list(italic(""t"")[""Student""] * ""("" * 22 * "")"" == ""1.23"", italic(p) == ""0.23"", widehat(italic(""r""))[""Pearson""] == ""0.25"", CI[""95%""] ~ ""["" * ""-0.17"", ""0.60"" * ""]"", italic(""n"")[""pairs""] == ""24"")","Malabar Parakeet","dawn"
"time_from_startTime","detections","Pearson correlation","0.0314760957616548","0.95","-0.416850930686207","0.467485355497877","0.133607966637488","18","0.895195032509409","Pearson correlation","20","normal","list(italic(""t"")[""Student""] * ""("" * 18 * "")"" == ""0.13"", italic(p) == ""0.90"", widehat(italic(""r""))[""Pearson""] == ""0.03"", CI[""95%""] ~ ""["" * ""-0.42"", ""0.47"" * ""]"", italic(""n"")[""pairs""] == ""20"")","Malabar Parakeet","dusk"
"time_from_startTime","detections","Pearson correlation","0.231884464678578","0.95","-0.263513565766145","0.630496986810503","0.953527848206782","16","0.354507353277066","Pearson correlation","18","normal","list(italic(""t"")[""Student""] * ""("" * 16 * "")"" == ""0.95"", italic(p) == ""0.35"", widehat(italic(""r""))[""Pearson""] == ""0.23"", CI[""95%""] ~ ""["" * ""-0.26"", ""0.63"" * ""]"", italic(""n"")[""pairs""] == ""18"")","Streak-throated Woodpecker","dawn"
"time_from_startTime","detections","Pearson correlation","0.169462193420463","0.95","-0.295195456090657","0.569291497410251","0.729518449078094","18","0.475071581341149","Pearson correlation","20","normal","list(italic(""t"")[""Student""] * ""("" * 18 * "")"" == ""0.73"", italic(p) == ""0.48"", widehat(italic(""r""))[""Pearson""] == ""0.17"", CI[""95%""] ~ ""["" * ""-0.30"", ""0.57"" * ""]"", italic(""n"")[""pairs""] == ""20"")","Streak-throated Woodpecker","dusk"
"time_from_startTime","detections","Pearson correlation","0.0397979332420124","0.95","-0.522648034766505","0.578106472463694","0.132099468007144","11","0.897290941967179","Pearson correlation","13","normal","list(italic(""t"")[""Student""] * ""("" * 11 * "")"" == ""0.13"", italic(p) == ""0.90"", widehat(italic(""r""))[""Pearson""] == ""0.04"", CI[""95%""] ~ ""["" * ""-0.52"", ""0.58"" * ""]"", italic(""n"")[""pairs""] == ""13"")","Indian Yellow Tit","dawn"
"time_from_startTime","detections","Pearson correlation","-0.308926913502708","0.95","-0.633390442665964","0.107918626311045","-1.52351732434608","22","0.141875821852956","Pearson correlation","24","normal","list(italic(""t"")[""Student""] * ""("" * 22 * "")"" == ""-1.52"", italic(p) == ""0.14"", widehat(italic(""r""))[""Pearson""] == ""-0.31"", CI[""95%""] ~ ""["" * ""-0.63"", ""0.11"" * ""]"", italic(""n"")[""pairs""] == ""24"")","Indian Yellow Tit","dusk"
"time_from_startTime","detections","Pearson correlation","-0.932030362660905","0.95","-0.995608674579796","-0.280043241349602","-4.45477976138915","3","0.0210536898172576","Pearson correlation","5","normal","list(italic(""t"")[""Student""] * ""("" * 3 * "")"" == ""-4.45"", italic(p) == ""0.02"", widehat(italic(""r""))[""Pearson""] == ""-0.93"", CI[""95%""] ~ ""["" * ""-1.00"", ""-0.28"" * ""]"", italic(""n"")[""pairs""] == ""5"")","Indian Paradise-Flycatcher","dawn"
"time_from_startTime","detections","Pearson correlation","0.525766993324362","0.95","-0.00667441075402528","0.825941009233717","2.14113447785721","12","0.053482730157395","Pearson correlation","14","normal","list(italic(""t"")[""Student""] * ""("" * 12 * "")"" == ""2.14"", italic(p) == ""0.05"", widehat(italic(""r""))[""Pearson""] == ""0.53"", CI[""95%""] ~ ""["" * ""-6.67e-03"", ""0.83"" * ""]"", italic(""n"")[""pairs""] == ""14"")","Indian Paradise-Flycatcher","dusk"
"time_from_startTime","detections","Pearson correlation","-0.016244818948993","0.95","-0.425597133104092","0.398626620868834","-0.0744529369798002","21","0.941354657291449","Pearson correlation","23","normal","list(italic(""t"")[""Student""] * ""("" * 21 * "")"" == ""-0.07"", italic(p) == ""0.94"", widehat(italic(""r""))[""Pearson""] == ""-0.02"", CI[""95%""] ~ ""["" * ""-0.43"", ""0.40"" * ""]"", italic(""n"")[""pairs""] == ""23"")","Bar-winged Flycatcher-shrike","dawn"
"time_from_startTime","detections","Pearson correlation","0.0221010995319812","0.95","-0.376316102778289","0.413619926899808","0.106019045955437","23","0.916486501261236","Pearson correlation","25","normal","list(italic(""t"")[""Student""] * ""("" * 23 * "")"" == ""0.11"", italic(p) == ""0.92"", widehat(italic(""r""))[""Pearson""] == ""0.02"", CI[""95%""] ~ ""["" * ""-0.38"", ""0.41"" * ""]"", italic(""n"")[""pairs""] == ""25"")","Bar-winged Flycatcher-shrike","dusk"
"time_from_startTime","detections","Pearson correlation","0.124583266767968","0.95","-0.513681413308642","0.674081231491654","0.376684490331038","9","0.715135539888236","Pearson correlation","11","normal","list(italic(""t"")[""Student""] * ""("" * 9 * "")"" == ""0.38"", italic(p) == ""0.72"", widehat(italic(""r""))[""Pearson""] == ""0.12"", CI[""95%""] ~ ""["" * ""-0.51"", ""0.67"" * ""]"", italic(""n"")[""pairs""] == ""11"")","Black-and-orange Flycatcher","dawn"
"time_from_startTime","detections","Pearson correlation","0.0104027848046396","0.95","-0.472605027250004","0.488604506829227","0.040291992519582","15","0.968391741097586","Pearson correlation","17","normal","list(italic(""t"")[""Student""] * ""("" * 15 * "")"" == ""0.04"", italic(p) == ""0.97"", widehat(italic(""r""))[""Pearson""] == ""0.01"", CI[""95%""] ~ ""["" * ""-0.47"", ""0.49"" * ""]"", italic(""n"")[""pairs""] == ""17"")","Black-and-orange Flycatcher","dusk"
"time_from_startTime","detections","Pearson correlation","0.145601036204186","0.95","-0.151082935470729","0.418221808034122","0.976211115999844","44","0.334296740607492","Pearson correlation","46","normal","list(italic(""t"")[""Student""] * ""("" * 44 * "")"" == ""0.98"", italic(p) == ""0.33"", widehat(italic(""r""))[""Pearson""] == ""0.15"", CI[""95%""] ~ ""["" * ""-0.15"", ""0.42"" * ""]"", italic(""n"")[""pairs""] == ""46"")","Chestnut-headed Bee-eater","dawn"
"time_from_startTime","detections","Pearson correlation","-0.152139685300797","0.95","-0.399078050941695","0.115375593558134","-1.13116164669848","54","0.262985776317281","Pearson correlation","56","normal","list(italic(""t"")[""Student""] * ""("" * 54 * "")"" == ""-1.13"", italic(p) == ""0.26"", widehat(italic(""r""))[""Pearson""] == ""-0.15"", CI[""95%""] ~ ""["" * ""-0.40"", ""0.12"" * ""]"", italic(""n"")[""pairs""] == ""56"")","Chestnut-headed Bee-eater","dusk"
"time_from_startTime","detections","Pearson correlation","0.0798462132835942","0.95","-0.159855437829903","0.31065611026389","0.65566282736315","67","0.514286294609369","Pearson correlation","69","normal","list(italic(""t"")[""Student""] * ""("" * 67 * "")"" == ""0.66"", italic(p) == ""0.51"", widehat(italic(""r""))[""Pearson""] == ""0.08"", CI[""95%""] ~ ""["" * ""-0.16"", ""0.31"" * ""]"", italic(""n"")[""pairs""] == ""69"")","Spotted Dove","dawn"
"time_from_startTime","detections","Pearson correlation","-0.0443109858895061","0.95","-0.285128594646985","0.201768721813913","-0.352053338791138","63","0.72597318747513","Pearson correlation","65","normal","list(italic(""t"")[""Student""] * ""("" * 63 * "")"" == ""-0.35"", italic(p) == ""0.73"", widehat(italic(""r""))[""Pearson""] == ""-0.04"", CI[""95%""] ~ ""["" * ""-0.29"", ""0.20"" * ""]"", italic(""n"")[""pairs""] == ""65"")","Spotted Dove","dusk"
"time_from_startTime","detections","Pearson correlation","-0.171741491902062","0.95","-0.43466550568605","0.118159100541122","-1.18237513981386","46","0.243132680735554","Pearson correlation","48","normal","list(italic(""t"")[""Student""] * ""("" * 46 * "")"" == ""-1.18"", italic(p) == ""0.24"", widehat(italic(""r""))[""Pearson""] == ""-0.17"", CI[""95%""] ~ ""["" * ""-0.43"", ""0.12"" * ""]"", italic(""n"")[""pairs""] == ""48"")","Indian Blue Robin","dawn"
"time_from_startTime","detections","Pearson correlation","-0.0150802352094503","0.95","-0.292201423924081","0.264377219670436","-0.104490816277806","48","0.917215259636413","Pearson correlation","50","normal","list(italic(""t"")[""Student""] * ""("" * 48 * "")"" == ""-0.10"", italic(p) == ""0.92"", widehat(italic(""r""))[""Pearson""] == ""-0.02"", CI[""95%""] ~ ""["" * ""-0.29"", ""0.26"" * ""]"", italic(""n"")[""pairs""] == ""50"")","Indian Blue Robin","dusk"
"time_from_startTime","detections","Pearson correlation","0.116770942664096","0.95","-0.123317941956649","0.343945857784723","0.96239522721687","67","0.339311723595316","Pearson correlation","69","normal","list(italic(""t"")[""Student""] * ""("" * 67 * "")"" == ""0.96"", italic(p) == ""0.34"", widehat(italic(""r""))[""Pearson""] == ""0.12"", CI[""95%""] ~ ""["" * ""-0.12"", ""0.34"" * ""]"", italic(""n"")[""pairs""] == ""69"")","Common Iora","dawn"
"time_from_startTime","detections","Pearson correlation","-0.571056987275854","0.95","-0.944767776277277","0.448240196860877","-1.39127722958456","4","0.236527097650447","Pearson correlation","6","normal","list(italic(""t"")[""Student""] * ""("" * 4 * "")"" == ""-1.39"", italic(p) == ""0.24"", widehat(italic(""r""))[""Pearson""] == ""-0.57"", CI[""95%""] ~ ""["" * ""-0.94"", ""0.45"" * ""]"", italic(""n"")[""pairs""] == ""6"")","Common Iora","dusk"
"time_from_startTime","detections","Pearson correlation","0.830179454528355","0.95","0.205752043970697","0.974196102810058","3.32977608435183","5","0.0207840725941958","Pearson correlation","7","normal","list(italic(""t"")[""Student""] * ""("" * 5 * "")"" == ""3.33"", italic(p) == ""0.02"", widehat(italic(""r""))[""Pearson""] == ""0.83"", CI[""95%""] ~ ""["" * ""0.21"", ""0.97"" * ""]"", italic(""n"")[""pairs""] == ""7"")","Spot-bellied Eagle-Owl","dawn"
"time_from_startTime","detections","Pearson correlation","-0.188430722887378","0.95","-0.602313658552024","0.305297155283423","-0.767470995261717","16","0.453979034292587","Pearson correlation","18","normal","list(italic(""t"")[""Student""] * ""("" * 16 * "")"" == ""-0.77"", italic(p) == ""0.45"", widehat(italic(""r""))[""Pearson""] == ""-0.19"", CI[""95%""] ~ ""["" * ""-0.60"", ""0.31"" * ""]"", italic(""n"")[""pairs""] == ""18"")","Spot-bellied Eagle-Owl","dusk"
"time_from_startTime","detections","Pearson correlation","0.128079067480192","0.95","-0.949941151560243","0.969789747872746","0.182635346293157","2","0.871920932519808","Pearson correlation","4","normal","list(italic(""t"")[""Student""] * ""("" * 2 * "")"" == ""0.18"", italic(p) == ""0.87"", widehat(italic(""r""))[""Pearson""] == ""0.13"", CI[""95%""] ~ ""["" * ""-0.95"", ""0.97"" * ""]"", italic(""n"")[""pairs""] == ""4"")","Indian Pitta","dawn"
"time_from_startTime","detections","Pearson correlation","-0.361570687635693","0.95","-0.673407986541383","0.0594992737518059","-1.77715929190126","21","0.0900303972795869","Pearson correlation","23","normal","list(italic(""t"")[""Student""] * ""("" * 21 * "")"" == ""-1.78"", italic(p) == ""0.09"", widehat(italic(""r""))[""Pearson""] == ""-0.36"", CI[""95%""] ~ ""["" * ""-0.67"", ""0.06"" * ""]"", italic(""n"")[""pairs""] == ""23"")","Indian Pitta","dusk"
